Source,Model,Item,Citation,Device_ID,TestTime,T_Chip,Current_mA,Center,Span,Points,Resolution,Peak_Wavelength,Mean_Wavelength,Span3dB_nm,Max_Ripple_dB,RMS_Ripple_dB,Slow_Max_Ripple,Slow_RMS_Ripple,OSA,RMS_Bandwidth,OSA_SN,SMSR,Filter_dB,Comment,Tmean,TRMS
313.5411682,-0.000160248,,,,,,,,,,,,,,,,,,,,,,,,,
313.7547302,0.0012072,,,,,,,,,,,,,,,,,,,,,,,,,
313.9683228,-5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
314.1819458,0.001121735,,,,,,,,,,,,,,,,,,,,,,,,,
314.3955688,3.20496E-05,,,,,,,,,,,,,,,,,,,,,,,,,
314.6091919,-0.000224347,,,,,,,,,,,,,,,,,,,,,,,,,
314.8228455,-0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
315.036499,-5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
315.2501831,0.000459377,,,,,,,,,,,,,,,,,,,,,,,,,
315.4638672,0.000673041,,,,,,,,,,,,,,,,,,,,,,,,,
315.6775818,-0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
315.8912964,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
316.1050415,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
316.3187866,0.000673041,,,,,,,,,,,,,,,,,,,,,,,,,
316.5325317,-0.000288446,,,,,,,,,,,,,,,,,,,,,,,,,
316.7463074,0.001121735,,,,,,,,,,,,,,,,,,,,,,,,,
316.9601135,0.000224347,,,,,,,,,,,,,,,,,,,,,,,,,
317.1739197,-0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
317.3877258,-0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
317.6015625,0.000480744,,,,,,,,,,,,,,,,,,,,,,,,,
317.8153992,-0.000245713,,,,,,,,,,,,,,,,,,,,,,,,,
318.0292664,0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
318.2431335,-0.000694407,,,,,,,,,,,,,,,,,,,,,,,,,
318.4570313,0.001442231,,,,,,,,,,,,,,,,,,,,,,,,,
318.670929,-0.000416644,,,,,,,,,,,,,,,,,,,,,,,,,
318.8848267,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
319.0987549,-0.0012072,,,,,,,,,,,,,,,,,,,,,,,,,
319.3127136,0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
319.5266724,-0.000245713,,,,,,,,,,,,,,,,,,,,,,,,,
319.7406311,-0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
319.9546204,0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
320.1686096,-0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
320.3826294,-0.001036269,,,,,,,,,,,,,,,,,,,,,,,,,
320.5966492,0.000950804,,,,,,,,,,,,,,,,,,,,,,,,,
320.8106995,-0.000309813,,,,,,,,,,,,,,,,,,,,,,,,,
321.0247498,0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
321.2388,-0.000843972,,,,,,,,,,,,,,,,,,,,,,,,,
321.4528809,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
321.6669922,-0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
321.8811035,-0.000352545,,,,,,,,,,,,,,,,,,,,,,,,,
322.0952148,-0.001014903,,,,,,,,,,,,,,,,,,,,,,,,,
322.3093567,-0.001613162,,,,,,,,,,,,,,,,,,,,,,,,,
322.5234985,-0.000587575,,,,,,,,,,,,,,,,,,,,,,,,,
322.7376709,-1.06832E-05,,,,,,,,,,,,,,,,,,,,,,,,,
322.9518433,-1.06832E-05,,,,,,,,,,,,,,,,,,,,,,,,,
323.1660461,-0.001335399,,,,,,,,,,,,,,,,,,,,,,,,,
323.380249,0.0012713,,,,,,,,,,,,,,,,,,,,,,,,,
323.5944824,-0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
323.8087158,0.000224347,,,,,,,,,,,,,,,,,,,,,,,,,
324.0229492,0.000288446,,,,,,,,,,,,,,,,,,,,,,,,,
324.2372131,-0.000908071,,,,,,,,,,,,,,,,,,,,,,,,,
324.4515076,-0.00097217,,,,,,,,,,,,,,,,,,,,,,,,,
324.665802,-0.000480744,,,,,,,,,,,,,,,,,,,,,,,,,
324.8800964,-0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
325.0944214,0.001378132,,,,,,,,,,,,,,,,,,,,,,,,,
325.3087463,-0.000288446,,,,,,,,,,,,,,,,,,,,,,,,,
325.5230713,-0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
325.7374573,-0.000160248,,,,,,,,,,,,,,,,,,,,,,,,,
325.9518127,0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
326.1661987,0.000908071,,,,,,,,,,,,,,,,,,,,,,,,,
326.3806152,-0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
326.5950317,0.001314032,,,,,,,,,,,,,,,,,,,,,,,,,
326.8094482,0.000331179,,,,,,,,,,,,,,,,,,,,,,,,,
327.0238953,0.000630308,,,,,,,,,,,,,,,,,,,,,,,,,
327.2383423,-5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
327.4528198,-3.20496E-05,,,,,,,,,,,,,,,,,,,,,,,,,
327.6672974,-0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
327.8818054,-0.000224347,,,,,,,,,,,,,,,,,,,,,,,,,
328.0963135,0.001420864,,,,,,,,,,,,,,,,,,,,,,,,,
328.3108215,5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
328.5253601,-0.000993537,,,,,,,,,,,,,,,,,,,,,,,,,
328.7399292,0.000758506,,,,,,,,,,,,,,,,,,,,,,,,,
328.9544983,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
329.1690674,7.47823E-05,,,,,,,,,,,,,,,,,,,,,,,,,
329.383667,1.06832E-05,,,,,,,,,,,,,,,,,,,,,,,,,
329.5982666,0.002061856,,,,,,,,,,,,,,,,,,,,,,,,,
329.8128967,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
330.0275269,0.000822606,,,,,,,,,,,,,,,,,,,,,,,,,
330.2421875,-0.000117515,,,,,,,,,,,,,,,,,,,,,,,,,
330.4568481,-0.000117515,,,,,,,,,,,,,,,,,,,,,,,,,
330.6715393,0.000117515,,,,,,,,,,,,,,,,,,,,,,,,,
330.8862305,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
331.1009216,0.000160248,,,,,,,,,,,,,,,,,,,,,,,,,
331.3156433,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
331.530365,-0.000352545,,,,,,,,,,,,,,,,,,,,,,,,,
331.7451172,0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
331.9598694,-0.000523476,,,,,,,,,,,,,,,,,,,,,,,,,
332.1746521,-0.000758506,,,,,,,,,,,,,,,,,,,,,,,,,
332.3894348,0.000352545,,,,,,,,,,,,,,,,,,,,,,,,,
332.604248,0.001912291,,,,,,,,,,,,,,,,,,,,,,,,,
332.8190613,0.00050211,,,,,,,,,,,,,,,,,,,,,,,,,
333.0338745,1.06832E-05,,,,,,,,,,,,,,,,,,,,,,,,,
333.2487183,0.000416644,,,,,,,,,,,,,,,,,,,,,,,,,
333.4635925,0.000138881,,,,,,,,,,,,,,,,,,,,,,,,,
333.6784668,0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
333.8933411,0.00174136,,,,,,,,,,,,,,,,,,,,,,,,,
334.1082458,0.000309813,,,,,,,,,,,,,,,,,,,,,,,,,
334.3231506,0.00073714,,,,,,,,,,,,,,,,,,,,,,,,,
334.5380859,-0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
334.7530212,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
334.9679565,-0.000630308,,,,,,,,,,,,,,,,,,,,,,,,,
335.1829529,5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
335.3979187,-9.61487E-05,,,,,,,,,,,,,,,,,,,,,,,,,
335.612915,0.001057636,,,,,,,,,,,,,,,,,,,,,,,,,
335.8279114,-0.000694407,,,,,,,,,,,,,,,,,,,,,,,,,
336.0429382,0.001356765,,,,,,,,,,,,,,,,,,,,,,,,,
336.2579651,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
336.4730225,0.001826825,,,,,,,,,,,,,,,,,,,,,,,,,
336.6880798,-0.000160248,,,,,,,,,,,,,,,,,,,,,,,,,
336.9031677,0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
337.1182556,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
337.333374,0.001314032,,,,,,,,,,,,,,,,,,,,,,,,,
337.5484924,5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
337.7636108,0.000908071,,,,,,,,,,,,,,,,,,,,,,,,,
337.9787598,0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
338.1939087,0.002083222,,,,,,,,,,,,,,,,,,,,,,,,,
338.4090881,0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
338.6242676,0.001378132,,,,,,,,,,,,,,,,,,,,,,,,,
338.8394775,-0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
339.0546875,0.000245713,,,,,,,,,,,,,,,,,,,,,,,,,
339.269928,-5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
339.4851685,-0.000438011,,,,,,,,,,,,,,,,,,,,,,,,,
339.7004089,0.00050211,,,,,,,,,,,,,,,,,,,,,,,,,
339.9156799,0.002254153,,,,,,,,,,,,,,,,,,,,,,,,,
340.1309509,-0.000309813,,,,,,,,,,,,,,,,,,,,,,,,,
340.3462524,-1.06832E-05,,,,,,,,,,,,,,,,,,,,,,,,,
340.5615845,-0.000438011,,,,,,,,,,,,,,,,,,,,,,,,,
340.776886,0.00073714,,,,,,,,,,,,,,,,,,,,,,,,,
340.992218,0.002638748,,,,,,,,,,,,,,,,,,,,,,,,,
341.2075806,0.001378132,,,,,,,,,,,,,,,,,,,,,,,,,
341.4229431,-3.20496E-05,,,,,,,,,,,,,,,,,,,,,,,,,
341.6383362,5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
341.8537292,-0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
342.0691223,0.000587575,,,,,,,,,,,,,,,,,,,,,,,,,
342.2845459,-7.47823E-05,,,,,,,,,,,,,,,,,,,,,,,,,
342.4999695,0.000480744,,,,,,,,,,,,,,,,,,,,,,,,,
342.7154236,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
342.9308777,0.000630308,,,,,,,,,,,,,,,,,,,,,,,,,
343.1463623,-0.000865338,,,,,,,,,,,,,,,,,,,,,,,,,
343.3618469,0.001121735,,,,,,,,,,,,,,,,,,,,,,,,,
343.5773621,0.001249933,,,,,,,,,,,,,,,,,,,,,,,,,
343.7928772,-0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
344.0083923,0.000224347,,,,,,,,,,,,,,,,,,,,,,,,,
344.223938,0.001527696,,,,,,,,,,,,,,,,,,,,,,,,,
344.4394836,0.000566209,,,,,,,,,,,,,,,,,,,,,,,,,
344.6550598,5.3416E-05,,,,,,,,,,,,,,,,,,,,,,,,,
344.870636,0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
345.0862427,0.000331179,,,,,,,,,,,,,,,,,,,,,,,,,
345.3018494,0.001314032,,,,,,,,,,,,,,,,,,,,,,,,,
345.5174866,0.000331179,,,,,,,,,,,,,,,,,,,,,,,,,
345.7331238,0.000779873,,,,,,,,,,,,,,,,,,,,,,,,,
345.948761,0.001121735,,,,,,,,,,,,,,,,,,,,,,,,,
346.1644287,-0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
346.3800964,0.0012713,,,,,,,,,,,,,,,,,,,,,,,,,
346.5957947,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
346.8114929,0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
347.0272217,0.000416644,,,,,,,,,,,,,,,,,,,,,,,,,
347.2429504,0.000459377,,,,,,,,,,,,,,,,,,,,,,,,,
347.4587097,0.000587575,,,,,,,,,,,,,,,,,,,,,,,,,
347.674469,0.000630308,,,,,,,,,,,,,,,,,,,,,,,,,
347.8902283,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
348.1060181,0.002425084,,,,,,,,,,,,,,,,,,,,,,,,,
348.3218384,0.00073714,,,,,,,,,,,,,,,,,,,,,,,,,
348.5376587,0.001442231,,,,,,,,,,,,,,,,,,,,,,,,,
348.753479,0.000309813,,,,,,,,,,,,,,,,,,,,,,,,,
348.9693298,0.001036269,,,,,,,,,,,,,,,,,,,,,,,,,
349.1851807,0.001014903,,,,,,,,,,,,,,,,,,,,,,,,,
349.4010315,0.0012072,,,,,,,,,,,,,,,,,,,,,,,,,
349.6169128,-9.61487E-05,,,,,,,,,,,,,,,,,,,,,,,,,
349.8328247,0.000459377,,,,,,,,,,,,,,,,,,,,,,,,,
350.0487366,0.001185834,,,,,,,,,,,,,,,,,,,,,,,,,
350.2646484,0.001143101,,,,,,,,,,,,,,,,,,,,,,,,,
350.4805908,0.000459377,,,,,,,,,,,,,,,,,,,,,,,,,
350.6965332,0.001399498,,,,,,,,,,,,,,,,,,,,,,,,,
350.9125061,0.002168688,,,,,,,,,,,,,,,,,,,,,,,,,
351.128479,0.002467817,,,,,,,,,,,,,,,,,,,,,,,,,
351.3444824,0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
351.5604858,0.001420864,,,,,,,,,,,,,,,,,,,,,,,,,
351.7764893,0.000117515,,,,,,,,,,,,,,,,,,,,,,,,,
351.9925232,0.001634528,,,,,,,,,,,,,,,,,,,,,,,,,
352.2085876,0.002147321,,,,,,,,,,,,,,,,,,,,,,,,,
352.4246521,0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
352.6407166,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
352.8568115,0.001869558,,,,,,,,,,,,,,,,,,,,,,,,,
353.0729065,0.000480744,,,,,,,,,,,,,,,,,,,,,,,,,
353.2890015,0.002254153,,,,,,,,,,,,,,,,,,,,,,,,,
353.505127,0.001549063,,,,,,,,,,,,,,,,,,,,,,,,,
353.721283,0.001100369,,,,,,,,,,,,,,,,,,,,,,,,,
353.937439,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
354.153595,-9.61487E-05,,,,,,,,,,,,,,,,,,,,,,,,,
354.3697815,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
354.585968,0.001378132,,,,,,,,,,,,,,,,,,,,,,,,,
354.8021851,0.002809679,,,,,,,,,,,,,,,,,,,,,,,,,
355.0184021,0.0012713,,,,,,,,,,,,,,,,,,,,,,,,,
355.2346497,0.001014903,,,,,,,,,,,,,,,,,,,,,,,,,
355.4508972,0.001228567,,,,,,,,,,,,,,,,,,,,,,,,,
355.6671753,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
355.8834229,0.001570429,,,,,,,,,,,,,,,,,,,,,,,,,
356.0997314,0.000843972,,,,,,,,,,,,,,,,,,,,,,,,,
356.31604,-0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
356.5323486,0.00221142,,,,,,,,,,,,,,,,,,,,,,,,,
356.7486877,0.00150633,,,,,,,,,,,,,,,,,,,,,,,,,
356.9650269,0.001655894,,,,,,,,,,,,,,,,,,,,,,,,,
357.181366,0.001912291,,,,,,,,,,,,,,,,,,,,,,,,,
357.3977356,0.000352545,,,,,,,,,,,,,,,,,,,,,,,,,
357.6141357,0.000608942,,,,,,,,,,,,,,,,,,,,,,,,,
357.8305359,3.20496E-05,,,,,,,,,,,,,,,,,,,,,,,,,
358.046936,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
358.2633667,0.001100369,,,,,,,,,,,,,,,,,,,,,,,,,
358.4797974,0.001890925,,,,,,,,,,,,,,,,,,,,,,,,,
358.6962585,0.001997757,,,,,,,,,,,,,,,,,,,,,,,,,
358.9127197,0.002125955,,,,,,,,,,,,,,,,,,,,,,,,,
359.1292114,0.001527696,,,,,,,,,,,,,,,,,,,,,,,,,
359.3457031,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
359.5621948,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
359.778717,0.000673041,,,,,,,,,,,,,,,,,,,,,,,,,
359.9952393,0.001805459,,,,,,,,,,,,,,,,,,,,,,,,,
360.211792,0.000395278,,,,,,,,,,,,,,,,,,,,,,,,,
360.4283447,0.000801239,,,,,,,,,,,,,,,,,,,,,,,,,
360.644928,9.61487E-05,,,,,,,,,,,,,,,,,,,,,,,,,
360.8615112,0.001036269,,,,,,,,,,,,,,,,,,,,,,,,,
361.078125,0.000758506,,,,,,,,,,,,,,,,,,,,,,,,,
361.2947388,0.001655894,,,,,,,,,,,,,,,,,,,,,,,,,
361.5113525,0.001655894,,,,,,,,,,,,,,,,,,,,,,,,,
361.7279968,0.000651675,,,,,,,,,,,,,,,,,,,,,,,,,
361.9446411,0.000950804,,,,,,,,,,,,,,,,,,,,,,,,,
362.1613159,0.000181614,,,,,,,,,,,,,,,,,,,,,,,,,
362.3779907,0.002937877,,,,,,,,,,,,,,,,,,,,,,,,,
362.594696,0.00097217,,,,,,,,,,,,,,,,,,,,,,,,,
362.8114014,0.001527696,,,,,,,,,,,,,,,,,,,,,,,,,
363.0281372,0.001100369,,,,,,,,,,,,,,,,,,,,,,,,,
363.244873,0.002125955,,,,,,,,,,,,,,,,,,,,,,,,,
363.4616089,0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
363.6783752,0.000544843,,,,,,,,,,,,,,,,,,,,,,,,,
363.8951416,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
364.1119385,0.000822606,,,,,,,,,,,,,,,,,,,,,,,,,
364.3287354,0.000673041,,,,,,,,,,,,,,,,,,,,,,,,,
364.5455627,0.001057636,,,,,,,,,,,,,,,,,,,,,,,,,
364.7623901,0.000587575,,,,,,,,,,,,,,,,,,,,,,,,,
364.9792175,0.00073714,,,,,,,,,,,,,,,,,,,,,,,,,
365.1960754,0.001036269,,,,,,,,,,,,,,,,,,,,,,,,,
365.4129639,0.002489183,,,,,,,,,,,,,,,,,,,,,,,,,
365.6298218,0.000993537,,,,,,,,,,,,,,,,,,,,,,,,,
365.8467407,0.001955024,,,,,,,,,,,,,,,,,,,,,,,,,
366.0636292,0.000480744,,,,,,,,,,,,,,,,,,,,,,,,,
366.2805481,0.001356765,,,,,,,,,,,,,,,,,,,,,,,,,
366.4974976,0.0012713,,,,,,,,,,,,,,,,,,,,,,,,,
366.714447,0.003279739,,,,,,,,,,,,,,,,,,,,,,,,,
366.9313965,0.000288446,,,,,,,,,,,,,,,,,,,,,,,,,
367.1483765,0.001484963,,,,,,,,,,,,,,,,,,,,,,,,,
367.365387,0.000288446,,,,,,,,,,,,,,,,,,,,,,,,,
367.5823669,0.001463597,,,,,,,,,,,,,,,,,,,,,,,,,
367.799408,0.000779873,,,,,,,,,,,,,,,,,,,,,,,,,
368.0164185,0.001591795,,,,,,,,,,,,,,,,,,,,,,,,,
368.2334595,0.00150633,,,,,,,,,,,,,,,,,,,,,,,,,
368.450531,0.001356765,,,,,,,,,,,,,,,,,,,,,,,,,
368.6676025,0.000373912,,,,,,,,,,,,,,,,,,,,,,,,,
368.8846741,0.002190054,,,,,,,,,,,,,,,,,,,,,,,,,
369.1017761,-0.000138881,,,,,,,,,,,,,,,,,,,,,,,,,
369.3188782,0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
369.5360107,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
369.7531433,0.001762726,,,,,,,,,,,,,,,,,,,,,,,,,
369.9703064,0.000416644,,,,,,,,,,,,,,,,,,,,,,,,,
370.1874695,0.001399498,,,,,,,,,,,,,,,,,,,,,,,,,
370.4046326,-0.000352545,,,,,,,,,,,,,,,,,,,,,,,,,
370.6218262,0.00274558,,,,,,,,,,,,,,,,,,,,,,,,,
370.8390198,0.00073714,,,,,,,,,,,,,,,,,,,,,,,,,
371.0562439,0.001549063,,,,,,,,,,,,,,,,,,,,,,,,,
371.273468,0.001228567,,,,,,,,,,,,,,,,,,,,,,,,,
371.4907227,0.003343838,,,,,,,,,,,,,,,,,,,,,,,,,
371.7079773,0.001228567,,,,,,,,,,,,,,,,,,,,,,,,,
371.9252625,0.0012713,,,,,,,,,,,,,,,,,,,,,,,,,
372.1425476,0.000886705,,,,,,,,,,,,,,,,,,,,,,,,,
372.3598328,0.002104588,,,,,,,,,,,,,,,,,,,,,,,,,
372.5771484,0.000865338,,,,,,,,,,,,,,,,,,,,,,,,,
372.7944641,0.002061856,,,,,,,,,,,,,,,,,,,,,,,,,
373.0118103,0.000202981,,,,,,,,,,,,,,,,,,,,,,,,,
373.2291565,0.002040489,,,,,,,,,,,,,,,,,,,,,,,,,
373.4465332,0.001057636,,,,,,,,,,,,,,,,,,,,,,,,,
373.6639099,0.001164468,,,,,,,,,,,,,,,,,,,,,,,,,
373.8812866,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
374.0986938,0.002254153,,,,,,,,,,,,,,,,,,,,,,,,,
374.3161011,0.000715774,,,,,,,,,,,,,,,,,,,,,,,,,
374.5335388,0.001826825,,,,,,,,,,,,,,,,,,,,,,,,,
374.7509766,0.001314032,,,,,,,,,,,,,,,,,,,,,,,,,
374.9684448,0.002489183,,,,,,,,,,,,,,,,,,,,,,,,,
375.1859131,0.000993537,,,,,,,,,,,,,,,,,,,,,,,,,
375.4034119,0.001420864,,,,,,,,,,,,,,,,,,,,,,,,,
375.6209106,0.001677261,,,,,,,,,,,,,,,,,,,,,,,,,
375.8384094,0.001463597,,,,,,,,,,,,,,,,,,,,,,,,,
376.0559387,0.000822606,,,,,,,,,,,,,,,,,,,,,,,,,
376.273468,0.0012072,,,,,,,,,,,,,,,,,,,,,,,,,
376.4910278,0.001121735,,,,,,,,,,,,,,,,,,,,,,,,,
376.7085876,0.001079002,,,,,,,,,,,,,,,,,,,,,,,,,
376.9261475,0.001463597,,,,,,,,,,,,,,,,,,,,,,,,,
377.1437378,0.002168688,,,,,,,,,,,,,,,,,,,,,,,,,
